Ai,2015,2016,2017,2018,2019
$A_{1}$,0.5366172338926578,0.564309701807115,0.5641857851829408,0.5669506486037148,0.556542287144875
$A_{2}$,0.3360709696156686,0.341904177393556,0.34472529972084887,0.3527012609300998,0.36028940463602743
$A_{3}$,0.5134573841178952,0.5324050472499309,0.5533702290819121,0.5562245674728523,0.572631125543026
$A_{4}$,0.6416172762298875,0.6340909828405139,0.633293404586942,0.6363022194077493,0.606582659622376
$A_{5}$,0.5600610339450663,0.5643307255572542,0.5535868387019683,0.556579009841862,0.5481270548192141
$A_{6}$,0.6558333672120531,0.65537179162521,0.6766931493205064,0.6652193844720796,0.6806846165189467
$A_{7}$,0.6181256193215264,0.6261093821490377,0.6317609770440628,0.6407336725828542,0.6331308371705803
$A_{8}$,0.4284305163278862,0.4262742070123922,0.4319578691302663,0.4557274860947893,0.4194355016103378
$A_{9}$,0.5659335186653457,0.5778660475210291,0.5818166411400991,0.5682677423853227,0.5600810693676398
$A_{10}$,0.5626691803622689,0.558237049968442,0.5737492677297075,0.5703231945369011,0.5649443800255727
$A_{11}$,0.37409080211848467,0.3839136983444477,0.4013075972004496,0.4172379882242213,0.43474561084192853
$A_{12}$,0.3673271308204162,0.4076368301439803,0.4437973631802708,0.49263872582748336,0.4754629821766069
$A_{13}$,0.42001435300264317,0.4362155210500316,0.45283241569722016,0.4388472302462021,0.4913151179613614
$A_{14}$,0.4659125918864823,0.5347557629278227,0.5247398454077952,0.5568661775337442,0.5247898407606367
$A_{15}$,0.5473720487025834,0.5429321511471876,0.5430186846246675,0.5578090637855165,0.5701958450284661
$A_{16}$,0.4293504549856786,0.4398968030612632,0.44666821954644104,0.5553735708638992,0.5460588978495919
$A_{17}$,0.5522292395330474,0.5559658652300904,0.5527668136009543,0.5418808901158016,0.5266813005861539
$A_{18}$,0.5867059643464599,0.6053333479556646,0.5952245427319116,0.6230132611898067,0.6062772217122397
$A_{19}$,0.4123915054730612,0.4113687927569712,0.4222241166718318,0.4316436183010835,0.4394768693664612
$A_{20}$,0.46147402191837067,0.47479669731724317,0.4583700454738043,0.4700944394463334,0.4614076642208553
$A_{21}$,0.2643243725430565,0.263750861278246,0.28702202316862385,0.31019036972815495,0.3284798723487708
$A_{22}$,0.4546403400914153,0.47444882105438463,0.5012160632224956,0.5210705446851392,0.5075320908780918
$A_{23}$,0.4442920396284123,0.4765620569468598,0.48519015140045196,0.540184192511826,0.542270039712443
$A_{24}$,0.7310593922742197,0.7552614723478781,0.7521568413138974,0.7439424775907545,0.7552646294693137
$A_{25}$,0.7579158550701536,0.7219788243921406,0.7228016035047607,0.7000692767842585,0.7089764250293251
$A_{26}$,0.584716692550315,0.5736940595951344,0.559438334767445,0.5370770375425302,0.5129660365196202
